sentiment	Text
7	ommg gurll why aren't u going how sad
1	p.s. sorry about ur uncle
10	Back home  Had a great time!
6	on the north im BOOMIN!!!.. lol.. fucc the club dog i rather count a million buccz!!!..  ..THEY CALL ME STARBUCCZ BITCH!!!..
3	Having fries plus greentea. Mmm  - 
1	aww no which one?
10	heading to Kitsilano for a BBQ  this weather is b.e.a... UTIFUL!! x
10	they do indeed  glad to hear everything is good with you. I'm great  life is good
10	Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!
1	today has not started out very well
4	the Macarena never looked so good. Loved the &quot;Aaaaiieee&quot; squeak / exclamation
3	So I'm not seeing you this Saturday?
8	&quot;She threatened me, I patronized her, we didn't have anything to eat, but I thought there was a connection.&quot;    Movie night.
2	i'm having a hard time using hulu  have u heard of anyone having problems that uses windows vista?
4	hi Nick! I really like the serie JONAS  it's awesome! See you soon in the concert! kisses - Marta
2	Am hating my life at the moment. There's only so many NOs my delicate little mind can take
4	but if you got hit by a car, who would make such lovely music?
1	oh no!!    i wish i could lay out in the sun!!  i have no garden...LOL
3	???? ???? ????.....  ???? ???? ??????? ?? ???...
1	Take me away
7	stood for 4 hours in heels. all for looks and to b able to look over tall people.
3	Rod stewart's new song
1	i DID argue with byron because he said im fat
2	. @LauraLeeShaw Will have to try.  Our Pei Wei closed so I can't try there.
2	 - the TSX is nice just cuz it's a new car- handles nice but doesn't have the horses of the TL-S
10	[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler...
10	next one for you!
3	you've go mail
4	yeah she's part lab, part spaniel.. all energy hehe but i love her to death
8	lmao yeaa iight n u shuld put tha c.b flick up w. Panties on ur head .. juss a joke
3	Ich will auch zu Pinkpop
10	is very shocked and feeling sick... but happy all the same
3	Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!
1	that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable
2	the low point: a poor pigeon outside my building isn't capable of flying. It's just wandering up and down the sidewalk. so sad
4	Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket
3	Late news then it's off for some much needed zzzzzzz.......Goodnight Tweets.
7	googled mothers day, PHEW, US &amp; UK have different dates! Learn something new every day
3	it was apparently a request by the guests
2	thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x
10	Last week of class... Well technically classes are over just have two exams  and summmmmerrrrr begins...yeahhhhhyaaaaaa
2	my Chrissy is sick w/ a spring cold   Tissues stuck up his nose last night looked so pathetic.  Feel better soon baby...
4	so long, farewell! &lt;333 Have a super amazing day! I'm going to sleep.
3	In Kelantan! Good to be (sort of) home! :pI'm guilt stricken after having that turtle egg.  Really. Won't do it again. Really.
2	okay, got the card, but my phone is mocked up at the moment.  please use email to reach me, sorry
2	heyy  watching the simpson  with shezza and paula
1	It`s such a romantic novel!! I cried in the end  Now I`m going to bed. I`m so tired.
4	Ok so I did shed a few tears watching the preview for next weeks Medium. I'm so scared. I'm so addicted to this show. I love it
3	slice you up a treat?
4	Happy Mother's Day, Moms!!! You are wonderful!! Have a great day
2	Aw, man!
10	I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.
3	going to sleep, falling asleep at keyboard. Talk to Monday  take care! Hugs!
2	had a good time at prom. They played Jonas Brothers for me. pretty much made my night...
10	somehow I am going to have to figure out how to come to Sydney one day
4	Happy Mother's Day to all the moms out there!  You are all amazing, and we would be nowhere without you!  Thanks for being our moms
11	irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open
9	Stupid idiot who ran a stop sing and almost killed me and my car!
2	My last day with my favorite teacher.....im quite sad
4	Just had some strawberries for afternoon snack, I love strawberries!! Gonna make a strawberry smoothie tonight after the gym
10	Thanks Mr. DJ!
2	My saying now  
3	has britney spears  songs all over his Desktop now
3	and young ones....&quot;look what I found&quot;....&quot;breakfast&quot;....
10	went swimming with the fam for over 2 hours! we're a little toasty
3	just got home lng.
3	If you yelled for 8 years, 7 months and 6 days, you would have produced enough sound energy to heat one cup of coffee.
10	Finally going to bed! Woo-Hoo! Gotta work at 5am! Lots of love to all!
3	Thanks
3	She's unassuming and unpretentious. She's just, as. I suppose that's why she's so endearing--because we can relate to her
2	is off to Body Power Expo! Thanks to Mike at Performance Network for the free tix!
3	i got bored   lunch time?
2	PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   @Jonasbrothers
3	not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you'll all be the first to know if interested
10	hehehehehe.....it play time now cutie!  lol lol
3	okay cool  we can have like, a camool zoo
10	who's the one always working now?  oh yeah, still me.
7	you are lame  go make me breakfast!!
2	I thought I was your best friend?
2	Apple's ads aside, I'd rather have recommendations from real people who have real experience with the iPhone apps I seek.
3	Got about 2 hours sleep.
4	hahaha i don't owe you anything; now you owe me a red LOL te amo idiot hahaha te veo ahasta el lunes
3	X4s are the shizz
7	is live on danny noriega's stickam. he said hey to me  i luv him!!!
1	I dont feel well  i got a dentist appointment later.
3	I get the feeling @kris0614 is going to make me wait until I get home to tell me I'm denied vittles from BWW.
3	In math class now, about to shoot myself because its so boring.
7	I have an IQ of 136 only.. :O
3	This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project 
1	Off to school so tired didnt hear the 10 texts i had last night lol !! Still tired but i love Jesus Christ
3	is saving up 'till HK.
10	I'm so proud of Dr. House for detoxing.  His Amber hallucination is evil!!
3	I'm 3 days late, but happy birthday  Hahahaha
10	I`m looking forward too see and hear you in Norway!! Live fast!
3	Going to a wake of a dear friend Marlito Sy tonight in Novaliches
3	have you watched Persepolis? Broken English is also nice for sundays
3	I wish my roommates were coming home soon  maybe i should take a nap to waste time
2	Zombies make great huggers b/c they don't lower their arms or move to fast...  ï¿½ @zaneology (via @sharonhayes)
10	Thank you
7	wonderful Gerrard scores 2 and we're at the top of the league for the moment.. Hopefully City helps us today..
5	stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing
3	Standin in a forest, just got the maddest photos taken
3	Drinking and smoking is very bad.---but im grown tho
4	Looking at my quince pics, ahh good memories.... To be young again....  Lol #fb
3	A movie's worst fate used to be &quot;Straight to DVD&quot;. Now it is &quot;Straight to DivX&quot; or &quot;Straight to Internet&quot;
3	Maybe I should go see the other 4 movies as matinee's this week. I don't go in until 4pm as it's my night shift week coming up.
3	I have MAJOR CRAMPLES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2	this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i've had that all along
1	lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T
2	just found out I won't be tweeting from ,my phone in Scotland, different networks    I was going to upload photos to twitpic, sorry
2	I know - no probs. The driving bit always gets to me this time of the ac. year  Which bit of sea are you going to? Aber?
8	shud up! lol my device thing doesn't work
10	I'm a 100% Reagan con according to this quiz 
2	When it rains it pours. Life sucks
10	catching up on my reading... twitter n BF break
10	whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back
4	is liking this feeling
2	MY BEST FRIEND IN THE mockING WORLD IS MOVING AHHHHHHHHHHH wat am i 2 do im not a happy camper
2	Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang.
3	watching 3rd JONAS ep.
7	???, ???, ???, ????? ???? -- ??????
1	lol seriously.  fail. ::sigh::
7	arrr bummer  who do you want to win?
4	Awwwww!!!! And the gorgeous photo from California!!! You two make me melt!!!
3	Off to bed!! Still exhausted from Vegas
1	me too! i don't know why every time i listen to it i start to cry!
2	Poor little Holly will be up all night preparing her act for tomorrow
2	I'm sorry you aren't having a good day.  cheer up though, your day doesn't define you...
1	a bird flew into window at my parents house and snapped his poor neck. gotta bury him
4	Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda's new face after the pug). Even iLike
3	right anyone know what episode of Bones is showing on sky2 tonight at 9pm - programme synopsis is not available on my box
3	I gather from that that @mrsbopp is still asleep
1	damn, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad...
6	BTW, 'nathanfillion' is trying to beat his Flight Control score as well, maybe you should follow each other?
9	is tired if ppl shit talking
3	Sunny synday morning. Nicole is up later than usual, mommy got some sleep
3	Watching John Edward Cross Country
3	shakalohana week two of flat wavez no surfin
10	hay naku!!madaya ka talaga ah hehe ..hey happy mothers day to your mom nga pala  @baditz and to your mom also
10	Dude you are awesome
1	ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy
8	ive got a cold too... It sucks  and u were awesome in ipswitch xD
3	Morning world x its sunday already i think im guna chill at my house 2day
2	feel better soon! Your immune system must be away on holiday somewhere... probably with mine
8	Thanks! Am trying.. (keeping my chin up, ouch!)
9	y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing
1	Jus back after watching Night at a Museum 2......would rate it 5 on 10
3	Got up late,yet still managed to do housework in same time. Not bad going. Better go and finish off
10	thanks
1	Its rained ever day in Miami since I've been here.....
10	Picture or it never happened.
1	Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER
10	awww I love me some charlies  we are enjoying some lucky food LOL
1	for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...
2	oh kasa, please lose the hair do
2	Why do I have the feeling I should be packing and hitting for SFO around this time of the year? I think I'm missing something...
4	chilin with my little brotherrrr  oday was amazing xP
2	Nyappy mother's day to your mom's.
3	shut up  you know what! oll just like zack again then.
1	Is sick today
8	Kicking Back In The Holidays  No More School for a whiles
8	Yeah i like it
4	i loooooove bank holidays
3	About to have lunch with @Mark_Deakin meeting with the Prof didnt go too badly
7	you gotta follow &quot;BOOBFEED&quot; its incredible. They tweet 4-10 a day. With links to free breasts. Its my favorite tweeter
4	oh my gosh, loved it!
10	I googled &quot;engagement rings&quot; &amp; this is the EXACT ring i want.it was the 1st result too  *sigh* love it.
7	Wow! I am impressed Pastor Lucas! Great work!!!
10	going to the cinema to see ghost of girlfriends past!
2	I am so sorry!!  That really sucks
2	Depends on what they want for it....I've become poor again
4	had a nice brunch by the bay.. Thank God for Mommies!
1	follow friday: following more people then followers  follow me? woot #followfriday
10	We should have a twitter reunion it would be awesome to meet you all lol, iwonder howd iget that to pull off
2	Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks
4	hommmmmme! good day
1	This is a big weekend... final project is due Sunday Night... I will be at this computer all day and night....
2	headache
3	going to shibuya, meet my mom, get my contact lenses, then shinjuku
10	Thanks for the interview mama!  Enjoy your night
1	no one calls me anymore
10	sounds like my kinda day
10	Monday blues? Not today, not for me.
2	My dad had to bury ours six weeks ago. She became his after I left for college fourteen years ago. Long time to have a kitty.
10	Happy Mother's Day to all the mothers!!
2	gay culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy
3	and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR
2	I had a GREAT day with you guys today! We went to the Clay House for Emily's birthday &amp; had lots of fun. We will have 2 go there again.
3	Yes, that does sound like a distinct advantage. Fortunately, I enjoy being female.
3	Finally reunited with my Hunny bunny@tarzan_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!
1	You can't.  My Grandma will probably be on the phone. So get on AIM!
4	On route home! Parents 35th wedding anniversary 2day.. Gona take em 4 dinner  let's c if I find a woman I can be 2getha with 4 that long
2	where is my melly belly when i need her ?
2	i look forward to your new cd  big fan
4	YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.
3	Playing see you again-miley cyrus in the shop
2	oh no.... please... dont do that to yourself again
2	My computer is broken
2	Sitting in boring ass litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.
1	Dans public transport again and have decided it's just everything north of London that's utter crap these southern trains are alright
10	that's stunning!
10	it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.
2	This wind is crampin' my style. I have a section of my yard that won't get any water. I'd move the sprinkler, but it's surrounded by mud.
3	Tryin to figure out how to direct message and is gettin frustrated
10	dad's posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i'm sorta happy  but he's gutted
10	going to bed.   goodnight
3	 again tonight
2	sick on wifes bday= double
10	FacePanda is cool
2	has burnt my hand on the cooker, it hurts
3	how sweet
3	Watching TV Patrol for more Manny news
3	thinks Coast Capital sent her work number to telemarketers
4	happy mother's day
1	My sunburn itches  ouch
2	my twitter looks funny  someone help!
9	sry twitterfon is kinda shit i will stay at tweetie  this world is so unfair you always have to pay for good stuff :/
7	it's raining again
5	What did I do to you!  sheesh
3	Really good night
8	i agree about tw, me and my cat have been watching full housse, sabrina the teenage witch and sister sister re-runs
2	Damn brah, u not happy?
1	#asylm yay registered but lost all my friends
7	Then I guess that makes me Dot?
10	Thats charmingly funny
1	So...woke up in time just for work.....boo
10	Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person
3	smH daTs whacK
3	Thanks ! even though I'm just 'mother' of our cat
4	Anytime
3	editing and watching movies tonight
4	thatd be likely, bein that i lived on campus ha...i just moved back to the cov
5	i hear you.. it pisses me off haha
2	Trying to get this swimmer's ear to go away!!
2	Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!   @tweetstats
2	I'm half awake in my comm theory section... Wahhhh! I want my bed...
8	lookin forward to jam with DJ Kimosave on the 16th @ The Loft
9	no I was too slow  I hate getting the trailhead then not getting in.
1	Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday
2	I think i have same disorder, stay up al night 4 no reason n sleep al day !!  SUUUKS
1	I am soooo hungry. But waiting for bf to get home, he has car trouble and is waiting for the mechanic to help him...
3	I wanna be at BEA as well!!!!   #BEA09
7	oh no your poor car's testicles
2	noo  I'm in miami and I just wanna lay out in the sun..but the rain has stopped me
3	Am going to get some tattos when i get paid  Jack
7	My ex-colleagues from Shaanxi kept boasting of their native noodles. So I'm REALLY curious about Shaanxi food.
3	is satisfied with her FP'09 review
2	oh no!  I hope you get on soon! &lt;3 I miss you and I can't wait to see you again.
3	music is always there when noone else understands  i agree it's very important, a single song can change your whole day
10	rofl that's what we like to hear
1	Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie
10	Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago. Now where's the iPhone app &amp; remote @spotify?
4	please dont change anything in your site. I love it.. will always love it even if.. so, please? pretty please?
1	um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail
2	we shall see
1	Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.
2	I need some plugs. for real. my ears want to stretch. and I have no money
2	thanks  and ill cross my fingers for you, that the rain will stop
10	Just downloaded twitterberry. My life is now even MORE convenient.
2	Sitting and waiting and hoping this lady would hurry the hell up... I hate moving... It super sucks...
3	hey hey.. ketemu lagi kita di twitter
3	BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc
2	ohh I know her from church .. she got me into mcfly
3	Good morning
2	holy cute! Dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha
6	You can find more info on getonu2.com We hope to launch the project this week. Then we'll really need some help to release it!
10	Good Morning and Have a Great Day at work
10	looking forward to the finale of the RACE next week! Missing my castle girls though... Any and all Race fans welcome to watch chez moi...
10	aaauuuggghhh! in n out, check! mcdonald's, check! haha, next is hot cheetos!
3	im surfin..
3	sorry about that
10	except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe
2	We actually have milestones due for 3 high profile projects in the next 2 weeks, &amp; they are all scheduled when I am on vacation -
9	yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...
7	Uuu, am din nou PR 4. Yeey, my epenis is now bigger! ... ... ...
2	Unfortunately, I didn't do it on purpose - itunes shuffle did it. It followed up with Dreadzone, so no life-ruin music-trauma.
3	Adobe After Effects and MS SQL Server...nice. would it be nicer if I just sleep?
3	good morning to everyone
4	Good morning, sunshine! I`mm gonna start my day wth some movies.
4	I seriously want a pug  Buy me one?
2	Darts and lunch at Horse Brass... but no beer for me  
10	i graduate at 9am on Sunday June 14th...
4	Arrr. Exam is on next week.. Im dead.. bwahahaha..  I love you btw!!
2	aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!
9	Hairdye patch test has just smeared all over my WHITE duvet cover  mocking cunts. &lt;3
7	 !!! It's bloody quick,, even my gran could drift it   
2	no i havent got mine yet, did u get yours?
6	u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!
10	- Got a new belt  it's a sheriff star
8	my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain
3	Back from SOAP, soooo fun.
8	that party was a great time  just got 'paranoid' by @jonasbrothers as a ringtone! yay
2	plus it hurts seeing sum1 you love falling for someone else!  not even kidding im wellllllllllllll gutted. xx xx
3	got a sniffle, got the kids and hubby just left to work in Sydney for the weekend, boo hoo
7	Haahaha omg.. dude I read that and almost choked.. haha thanks
10	just came back home from NE gig, another fun night skankin...what a workout!
4	now we are cuddling.  girl cuddles are so fun and soft
2	Missed my train by 5 secs  yesterdaynight knijp, jaap &amp; flashback. Now sitting on the blisters. If you know what I mean. ;)
1	That's right... kick me when I'm down.
6	got a lot of shopping done today...really excited bout my new travel journal! Going to go to sleep watching a movie with my cousins
3	I hear you @silentending...
2	hm seems to have been because my blog was marked as a phishing site
2	Nope  Not that I have to worry about the possibility. I'm more worried about GOOG's design than her personal taste, actually.
10	hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D
3	thanks @josephadamx3
1	sad day!!!!! Love you Maï¿½ (8 years ago!)
2	ugh I'm not doin too good
7	lol i cant drink!!
8	which means you're just going to have to come back to vancouver and have it our way! hahah
10	thanks  let me know which print from my gallery you would like, and we can work the details out
3	playing 'who am i?' with my sister!
10	Home. Tired. Phone then bed.   Good night tweeters, happy mothers day!
3	i'm going at espacesoleil
2	- i aint a playah, i just crush alot.
3	Sadly, all I have is the Stanley Steemer 800 number.
3	I told 'em that the English have a special quality when it comes to cussing! Welcome to the fun, Dutch!
3	Lexy add me here..... I can't locate your handle for whatever reason
10	Is FINALLY having dinner... At Nishiki Sushi!
1	I miss my puppy
2	this weather makes my fingers numb / still waiting
3	has been kinda nice break but it wont matter soon I'll be in grad school
1	is missing the fun she had with @Sylars_Army at Eclipse 3  #SArmy #SArmy #SArmy
2	I was gonna text u and ask what puff meant!!
4	I just thought I would tell you that you have..really REALLY pretty eyes.
3	I know  I think I'm like dieing!
3	I'm out looking for warblers! Seen a yellow so far!  And a blue grey gnatcatcher
8	City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL
2	My son would freak for the Falcon
11	What's wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.
4	i likee you  a lott lott .  think you really hot hot (8) good night
3	hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset
7	If you're living under a bridge you need GOATS! If it gets bad come up &amp; stay w/me-we'll fit you in.
3	learn two-headed boy by nutreal milk hotel
10	hahah really? some guy said i looked 14. i dont look young
10	Can't wait to see it tonite!! should be hilarious
3	im not a cookie so i wont comment  heh. who were those 2 girls who sang Crush btw? wud u know?
2	Been working on a framework for web based #SL application. Have product registration, server, login, site, security, &amp; comms all done
3	Ok I'm frustrated, there is hella dust between the screens of my blackberry
6	I hope you're tired for a good reason then
8	OMG that little girl on BGT!!!!!!!!
2	Oh, that's bad. I made that mistake once before but still managed to pass though. So maybe it isn't as bad as he thinks?
2	I can't work out if you're into diesel or rice burners.
10	why yes ... a bag of goodies  lol
3	Download movie  &quot;A Good Day to Be Black &amp;#38 Sexy&quot;  cool #movie
3	do you have an england saynow number? Because i cant call the us one
10	At t.g.i fridays  With some of my favorite people ever.. We made a reservation for 20 and we have like 50 people here. Hahah
3	i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy
4	i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?
3	Yup is ace film tho
3	FREE UNLIMITED RINGTONES!!! -  - USA ONLY - Awesome 4 iphone
3	well that does make me feel better about staying up even later to watch the daily show.  @raisinlike lay on the guilt again.
3	hanging out with the goddaughters
10	this song called stolen, it soooo amazing!! it by Dashboard Confessional
7	thinks that the limit of 140 letters is really not fair. 300 + would be better
2	i called your say naw and got a voicemail for a guy named shannon...
1	Its raning!!! -_- really bad
6	i know, i would've liked to have been able to play with you all spring semester  meeting was good, just an introduction
2	I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.
7	Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.
9	it just thundered reallyreally loud at work and this little boy started crying  I wanted to cry too...I hate storms! wah
2	Just joined. &lt;_&lt; Not even sure if any of my friends have Twitters, maybe I'll just be a celeb stalker o.o
7	Must. get. up.
2	Why are you insulting me? What did I do to you?
3	no! Work came up
3	hope you have fun tonight
10	getting ready to go read, pray, and go to bed. Enjoy the rest of the night
3	i cant even think about anything that smells like alochol  lol
7	Excited! Double Bio today.   I don't have a straightener and my hair looks horrendous at the moment. Wtf am I supposed to do?
1	u have a lot  but the bad thing is we r gonna have finals all next week
10	Star Trek in HD.... I'm impressed.... Beam me up Spotty!
3	@dkmashino I could go for some Lulu's or Slanted Door right about now.  Tomorrow is the Farmer's Market, right?
2	i am not feeling well so i am going to sleep now
1	the dutchess - such a sad film but still a fave...
7	So it's Friday... I have to keep reminding myself since every day seems the same
8	Lol  grey skies as far as the eye can see, which is about 20 yards
4	Good to see you hear as well, Andy!
3	switch to something else then
4	Today is a tuff day...g'morning
10	 pages and i'm done with eclipse!
4	I think you're pretty! I'm sorry they made you feel bad
3	Anyone got any goss yet on the supernatural convention in birmingham, been waiting patiently!
10	uhh, congrats for your two years anniversary
10	good luck with you finals!!!
3	haha I wish! I have 1 filling that broke and 1 cavitie that needs to get fixed!!!
2	My Street Fighter IV skills are lacking, can't beat Seth on easy.
1	Oh man....my fiance just got off work and I start mine in 1 hour....so not fair.....
2	I don't want to go to the 3-hour lecture
7	nat has a twitter acct!
3	I just realized that im going home 2 weeks from today
3	Hello you! welcome to the twitterverse
2	has to go to sleep but is not sleepy at all!!
4	Loved your running Trek film posts over the weekend. Will probably wait a few days to see new one, so no spoiler tweets!
3	Can you get me a sub from subway when ur on your way home?
3	It is AMAZING!!!  Its gonna get scratched sooo much though  Lol. I have 4 movies and 30 TV Shows on it already!!
10	Aww nice
2	i didnt but was close to it. i'm pretty sure i'll be crying when this school year is over though  we all weill be crying.
3	Ooo showing of your French skills!! lol Things good over here. Lovely weather, so should be outside  How's u?
3	WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!
7	 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..
3	back to work.. with no distractions..
1	Josie's out of surgery. She's now officially unable to procreate. And She's way out of it... Poor medicated baby
3	check on ya'll in a bit. im in for a Mother's day haircut. ciao!...
3	Is now back at the school working on the bach.project
8	Yeaup. I was gonna tell ya that
1	Thanks for the DM! I am on the ATL Twestival committee &amp; really hope you have a public speaking event soon!! Enjoy ATL
10	Toasted Baked Bean Sandwiches and red wine, a perfect  sunday night dinner combination
10	Happy Mother's Day to the only mother I have on my list!
3	I'm having the same problem
10	- YES, my #ubook Lenovo T400 finally arrived!
8	Thanks!  Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple &gt;_&gt; oopsie.
1	miss u more
1	is watching &quot;Sicko&quot; and is utterly digusted with this country...
10	hehe - about NZ being the most magical place on Earth.
3	off out in a min to buy my new bed
9	my brother is irritating. and not just bc he takes &amp; wears my clothes without asking. i want to punch him violently for shit he does.
7	wow i must have been tired. i fell asleep @ exactly the start of the 10pm news &amp; now up as if its 8am.
1	Trip to DC next week canceled.  So, no Artomatic or beer with @genehack.
2	I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!
5	MOthermock QW
2	never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit
10	Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be 6-8 weeks
3	Makes sense, I'd totally show off a girlfriend by asking her to wear her high school prom dress
2	nevermind....I kept reading and see ya'll r gonna be in Williamsburg   I'll mind my business now, lol
4	Hey thanks for following  Love the name Elijah thats what im going to name my Son
2	talking on the phone with someone I've missed a lottt.
1	yeah sorry i was busy last night  ill try and go next week!
1	I miss you
1	didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.
6	Thank you!
3	Off to work
2	This has been a dismal week.
4	Happy Mother's Day to all mothers out there!  I am not one myself, but I have been called something along those lines
10	show time baby! bye bye for now Tweeters
1	I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!
1	Aubrey, i know i speek for a lot of fans when i say we miss seing you on T.V. I hope we will be seeing you again  ...
2	feels very, very rough!
3	Although Wolverine wasn't a great movie, I don't think it was as bad as everyone is saying...&amp; at least Taylor Kitsch was in it
4	Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?
2	fire and rain by james taylor fits the style i need for my SA audition perfectly, but i can't find a karaoke track in a high enough key
3	oh that's Star Trek  going on the 7th already. Woo!
1	is *ugh* what a miserable looking day. 54 degrees. Where did summer go?
8	would be funny to see folks leaving jazzfest nola with something like your FollowStats, but &quot;FoodStats&quot;: Gained 17lb, Lost 0
7	About to take a shower. Then see how annas doing
2	Freakin' frustrated why can't my coach realize that times are hard ain't nobody got the money to buy cookie dough for no new uniforms
4	And I thank you.
4	To all mothers in the world : happy mothers day
10	Go Pens go, Gino Wins it for the Pens
2	Happy Star Wars Day, everyone! May the force be with you all, be you Padawan or Jedi.
1	what a beautiful day - shame I've got to spend it in an office
10	One final down, two to go!
1	 :: I got bit in the face by a doberman when I was four years old, I just wanted a kiss   My neighbor had about 13 ...
1	My paycheck was nothing but a piece of paper.
8	READY!!!!!  ... I've heard Bobo probobly 100 times , also BoboByeBye!!
1	- I know! It was drizzling all the way to work!  Hope it warms up this weekend....
1	Finished with MTML assignment  But didn't like it at all. Feels like I missed lotsa points but the word limit is 2500. Hmmpph!
1	im so hungry and i have nothing to eat
1	rain rain go away.  had to cancel my pool plans! tragic.
1	hates continually getting sick whenever he has exams
2	home? where the heck are you? Ima be home so soon! iA!
7	Fighting a sore throat.. Few more days hard training then rest next week for Sunday race.. Oooohhh sun's out... Nope.. Gone...
11	is really ultra bored
1	Just woke up from nap and then ate nasi padang and pisang cokelat
6	ohhh wonder what happened?
7	- Wow! A nice laptop
10	Headed up to WMC for the day. Hopefully I'll have enough time to swing by Chinatown on the way home. I'm in the mood for duck!
3	Thanks for that
3	hiya late bird!!
2	stilll awakee :] and its 3am
2	just tried a billion times to get through to @MandyyJirouxx on say now
2	Where's Dani Babb?
9	i know mock my chick  i really wanted to go, but i have to go to some mocking puertorican wedding, damn spanish :/
8	TODAY WAS SOO FUN!!  happy bday chrissy &lt;3
2	I'm straining to hear but it's very hard from all the way over here.
3	lying on the sofa chilling...don't intend on moving from it any time soon
7	Going to bed...going back to Korea tomorrow
3	no not yet...
2	did you get fired?  *hugs*
3	(We got *both* kinds of music here...)
2	looks like i'll never go to the zoo
8	Thankies.  I'll never be able to watch the movie Madagascar the same way again... hehe.
4	hey you weirdo! haha jk! I love you!
10	rather excited about my hospital placement starting on monday. I get to give needles and take blood
2	I'm going to miss the seniors so much!  Don't goo!
4	i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!
7	Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.
7	imagine i would say&quot;bitch!&quot; lol if i were ma d! haha but im not cuz ur cool
